Category	Name	Duration
Radios_Static	Radios Static (2)	5.15s
Radios_Static	Radios Static (3)	2.64s
Radios_Static	Radios Static (4)	4.21s
Radios_Static	Radios Static (5)	4.08s
Radios_Static	Radios Static (6)	5.17s
Radios_Static	Radios Static (7)	4.68s
Radios_Static	Radios Static (8)	4.96s
Radios_Static	Radios Static (9)	4.39s
Radios_Static	Radios Static (10)	5.17s
Radios_Static	Radios Static (11)	5.41s
Radios_Static	Radios Static (12)	5.07s
Radios_Static	Radios Static (13)	5.15s
Radios_Static	Radios Static (14)	4.44s
Radios_Static	Radios Static (15)	3.11s
Rocks/Debris	Debris (1)	1.83s
Rocks/Debris	Debris (2)	1.7s
Rocks/Debris	Debris (3)	4.6s
Rocks/Debris	Debris (4)	4.23s
Rocks/Debris	Debris (5)	3.81s
Rocks/Debris	Debris (6)	1.38s
Rocks/Debris	Debris (7)	1.62s
Rocks/Debris	Debris (8)	1.72s
Rocks/Debris	Debris (9)	3.58s
Rocks/Debris	Debris (10)	2.59s
Rocks/Debris	Debris (11)	2.72s
Rocks/Debris	Debris (12)	3.45s
Rocks/Debris	Debris (13)	4.55s
Rocks/Debris	Debris (14)	3.55s
Rocks/Drops	Drops (1)	0.99s
Rocks/Drops	Drops (2)	0.81s
Rocks/Drops	Drops (3)	1.02s
Rocks/Drops	Drops (4)	2.06s
Rocks/Drops	Drops (5)	1.36s
Rocks/Drops	Drops (6)	0.76s
Rocks/Drops	Drops (7)	2.19s
Rocks/Drops	Drops (8)	1.23s
Rocks/Drops	Drops (9)	1.7s
Rocks/Drops	Drops (10)	1.33s
Rocks/Drops	Drops (11)	2.43s
Rocks/Drops	Drops (12)	4.23s
Rocks/Drops	Drops (13)	1.33s
Rocks/Falls	Falls (1)	2.12s
Rocks/Falls	Falls (2)	2.19s
Rocks/Falls	Falls (3)	1.23s
Rocks/Falls	Falls (4)	2.51s
Rocks/Falls	Falls (5)	3.06s
Rocks/Falls	Falls (6)	2.4s
Rocks/Falls	Falls (7)	1.41s
Rocks/Falls	Falls (8)	1.72s
Rocks/Falls	Falls (9)	1.75s
Rocks/Falls	Falls (10)	1.33s
Rocks/Falls	Falls (11)	1.72s
Rocks/Falls	Falls (12)	1.1s
Rocks/Falls	Falls (13)	0.78s
Rocks/Slides	Slides (1)	2.43s
Rocks/Slides	Slides (2)	5.09s
Rocks/Slides	Slides (3)	1.18s
Rocks/Slides	Slides (4)	1.85s
Rocks/Slides	Slides (5)	1.04s
Rocks/Slides	Slides (6)	2.43s
Rocks/Slides	Slides (7)	4.6s
Rocks/Slides	Slides (8)	3.81s
Rocks/Slides	Slides (9)	2.35s
Rocks/Throw	Throw (1)	1.88s
Rocks/Throw	Throw (2)	2.32s
Rocks/Throw	Throw (3)	1.83s
Rocks/Throw	Throw (4)	0.68s
Rocks/Throw	Throw (5)	1.44s
Rocks/Throw	Throw (6)	1.7s
Rocks/Throw	Throw (7)	1.12s
Roller_Coaster	Roller Coaster (1)	4.83s
Roller_Coaster	Roller Coaster (2)	4.96s
Roller_Coaster	Roller Coaster (3)	5.38s
Roller_Coaster	Roller Coaster (4)	4.39s
Roller_Coaster	Roller Coaster (5)	3.42s
Roller_Coaster	Roller Coaster (6)	5.36s
Roller_Coaster	Roller Coaster (7)	4.49s
Roller_Coaster	Roller Coaster (8)	3.79s
Roller_Coaster	Roller Coaster (9)	5.51s
Roller_Coaster	Roller Coaster (10)	4.36s
Room_Tones	Room Tones (1)	6.19s
Room_Tones	Room Tones (2)	5.98s
Room_Tones	Room Tones (3)	8.12s
Room_Tones	Room Tones (4)	5.43s
Room_Tones	Room Tones (5)	6.45s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (1)	4.78s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (2)	2.43s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (3)	2.53s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (4)	1.62s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (5)	1.62s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (6)	2.17s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (7)	2.35s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (8)	5.17s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (9)	2.64s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (10)	1.51s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (11)	4.6s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (12)	1.51s
Ropes_Cables_Climbing/Cables_Metal	Cables Metal (13)	4.39s
Ropes_Cables_Climbing/Ropes_Climbing	Ropes Climbing (1)	3.29s
Ropes_Cables_Climbing/Ropes_Climbing	Ropes Climbing (2)	3.68s
Ropes_Cables_Climbing/Ropes_Climbing	Ropes Climbing (3)	2.66s
Ropes_Cables_Climbing/Ropes_Climbing	Ropes Climbing (4)	3.66s
Sports/Arrows_Bows	Arrows Bows (1)	1.12s
Sports/Arrows_Bows	Arrows Bows (2)	4.73s
Sports/Arrows_Bows	Arrows Bows (3)	0.84s
Sports/Arrows_Bows	Arrows Bows (4)	0.99s
Sports/Arrows_Bows	Arrows Bows (5)	1.12s
Sports/Arrows_Bows	Arrows Bows (6)	3.08s
Sports/Arrows_Bows	Arrows Bows (7)	0.94s
Sports/Arrows_Bows	Arrows Bows (8)	1.28s
Sports/Arrows_Bows	Arrows Bows (9)	0.57s
Sports/Arrows_Bows	Arrows Bows (10)	0.55s
Sports/Arrows_Bows	Arrows Bows (11)	3.92s
Sports/Baseball	Baseball (1)	0.71s
Sports/Baseball	Baseball (2)	1.38s
Sports/Baseball	Baseball (3)	0.84s
Sports/Baseball	Baseball (4)	1.33s
Sports/Baseball	Baseball (5)	0.73s
Sports/Baseball	Baseball (6)	0.6s
Sports/Baseball	Baseball (7)	2.87s
Sports/Baseball	Baseball (8)	1.1s
Sports/Baseball	Baseball (9)	0.68s
Sports/Baseball	Baseball (10)	0.31s
Sports/Basketball	Basketball (1)	3.32s
Sports/Basketball	Basketball (2)	5.75s
Sports/Basketball	Basketball (3)	2.64s
Sports/Basketball	Basketball (4)	2.56s
Sports/Basketball	Basketball (5)	0.89s
Sports/Basketball	Basketball (6)	1.07s
Sports/Basketball	Basketball (7)	7.13s
Sports/Basketball	Basketball (8)	4.81s
Sports/Basketball	Basketball (9)	5.04s
Sports/Billiards	Billiards (1)	2.32s
Sports/Billiards	Billiards (2)	4.44s
Sports/Billiards	Billiards (3)	1.41s
Sports/Billiards	Billiards (4)	1.2s
Sports/Billiards	Billiards (5)	1.04s
Sports/Billiards	Billiards (6)	1.25s
Sports/Billiards	Billiards (7)	3.29s
Sports/Billiards	Billiards (8)	1.93s
Sports/Billiards	Billiards (9)	0.84s
Sports/Billiards	Billiards (10)	1.83s
Sports/Box	Box (1)	2.09s
Sports/Box	Box (2)	1.72s
Sports/Box	Box (3)	1.8s
Sports/Box	Box (4)	2.87s
Sports/Box	Box (5)	0.65s
Sports/Box	Box (6)	1.44s
Sports/Box	Box (7)	2.79s
Sports/Box	Box (8)	4.08s
Sports/Box	Box (9)	0.63s
Sports/Box	Box (10)	5.09s
Sports/Crowds	Crowds (1)	4.78s
Sports/Crowds	Crowds (2)	4.55s
Sports/Crowds	Crowds (3)	6.3s
Sports/Crowds	Crowds (4)	4.99s
Sports/Crowds	Crowds (5)	4.94s
Sports/Crowds	Crowds (6)	5.12s
Sports/Crowds	Crowds (7)	6.77s
Sports/Crowds	Crowds (8)	4.88s
Sports/Crowds	Crowds (9)	6.58s
Sports/Crowds	Crowds (10)	4.99s
Sports/Crowds	Crowds (11)	5.8s
Sports/Crowds	Crowds (12)	5.9s
Sports/Fishing_Pole	Fishing Pole (1)	5.54s
Sports/Fishing_Pole	Fishing Pole (2)	0.5s
Sports/Fishing_Pole	Fishing Pole (3)	0.99s
Sports/Fishing_Pole	Fishing Pole (4)	1.23s
Sports/Fishing_Pole	Fishing Pole (5)	1.23s
Sports/Fishing_Pole	Fishing Pole (6)	2.27s
Sports/Fishing_Pole	Fishing Pole (7)	6.24s
Sports/Fishing_Pole	Fishing Pole (8)	8.49s
Sports/Fishing_Pole	Fishing Pole (9)	1.41s
Sports/Fishing_Pole	Fishing Pole (10)	2.4s
Sports/Fishing_Pole	Fishing Pole (11)	3.16s
Sports/Fishing_Pole	Fishing Pole (12)	0.52s
Sports/Fishing_Pole	Fishing Pole (13)	0.47s
Sports/Football	Football (1)	1.51s
Sports/Football	Football (2)	1.2s
Sports/Football	Football (3)	4.28s
Sports/Golf	Golf (1)	1.2s
Sports/Golf	Golf (2)	1.38s
Sports/Golf	Golf (3)	0.94s
Sports/Golf	Golf (4)	0.76s
Sports/Golf	Golf (5)	2.09s
Sports/Golf	Golf (6)	0.84s
Sports/Golf	Golf (7)	0.31s
Sports/Golf	Golf (8)	0.57s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (1)	1.59s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (2)	2.69s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (3)	1.51s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (4)	2.22s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (5)	1.83s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (6)	2.35s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (7)	3.6s
Sports/Gyms_Locker_Rooms	Gyms Locker Rooms (8)	2.87s
Sports/Ice_Skating	Ice Skating (1)	2.87s
Sports/Ice_Skating	Ice Skating (2)	3.16s
Sports/Ice_Skating	Ice Skating (3)	1.91s
Sports/Ice_Skating	Ice Skating (4)	2.46s
Sports/Ice_Skating	Ice Skating (5)	2.25s
Sports/Ice_Skating	Ice Skating (6)	3.13s
Sports/Ice_Skating	Ice Skating (7)	2.72s
Sports/Juggling	Juggling (1)	1.93s
Sports/Juggling	Juggling (2)	1.85s
Sports/Juggling	Juggling (3)	3.27s
Sports/Lacrosse	Lacrosse (1)	1.23s
Sports/Lacrosse	Lacrosse (2)	1.41s
Sports/Paintball	Paintball (1)	1.72s
Sports/Paintball	Paintball (2)	2.17s
Sports/Paintball	Paintball (3)	0.73s
Sports/Paintball	Paintball (4)	3.53s
Sports/Paintball	Paintball (5)	2.61s
Sports/Paintball	Paintball (6)	0.44s
Sports/Paintball	Paintball (7)	0.71s
Sports/Paintball	Paintball (8)	3.79s
Sports/Paintball	Paintball (9)	0.42s
Sports/Paintball	Paintball (10)	1.1s
Sports/Paintball	Paintball (11)	1.83s
Sports/Paintball	Paintball (12)	0.5s
Sports/Paintball	Paintball (13)	0.52s
Sports/Paintball	Paintball (14)	1.18s
Sports/Racquetball	Racquetball (1)	2.01s
Sports/Racquetball	Racquetball (2)	1.99s
Sports/Racquetball	Racquetball (3)	3.32s
Sports/Racquetball	Racquetball (4)	2.17s
Sports/Racquetball	Racquetball (5)	2.87s
Sports/Racquetball	Racquetball (6)	5.02s
Sports/Racquetball	Racquetball (7)	2.12s
Sports/RollerSkates_RollerBlades	RollerSkates RollerBlades (1)	4.62s
Sports/RollerSkates_RollerBlades	RollerSkates RollerBlades (2)	4.31s
Sports/RollerSkates_RollerBlades	RollerSkates RollerBlades (3)	2.72s
Sports/RollerSkates_RollerBlades	RollerSkates RollerBlades (4)	3.32s
Sports/RollerSkates_RollerBlades	RollerSkates RollerBlades (5)	2.93s
Sports/Skateboards	Skateboards (1)	2.85s
Sports/Skateboards	Skateboards (2)	1.65s
Sports/Skateboards	Skateboards (3)	3.27s
Sports/Skateboards	Skateboards (4)	2.74s
Sports/Skateboards	Skateboards (5)	3.97s
Sports/Skateboards	Skateboards (6)	5.75s
Sports/Skateboards	Skateboards (7)	3.66s
Sports/Skateboards	Skateboards (8)	3.71s
Sports/Skateboards	Skateboards (9)	3.68s
Sports/Skateboards	Skateboards (10)	3s
Sports/Skateboards	Skateboards (11)	5.07s
Sports/Tennis_PingPong	Tennis PingPong (1)	2.04s
Sports/Tennis_PingPong	Tennis PingPong (2)	6.01s
Sports/Tennis_PingPong	Tennis PingPong (3)	2.04s
Sports/Tennis_PingPong	Tennis PingPong (4)	2.32s
Sports/Tennis_PingPong	Tennis PingPong (5)	5.43s
Sports/Tennis_PingPong	Tennis PingPong (6)	1.65s
Sports/Tennis_PingPong	Tennis PingPong (7)	1.12s
Sports/Tennis_PingPong	Tennis PingPong (8)	1.65s
Sports/Tennis_PingPong	Tennis PingPong (9)	1.65s
Sports/Tennis_PingPong	Tennis PingPong (10)	0.39s
Sports/Tennis_PingPong	Tennis PingPong (11)	1.51s
Sports/Whistles	Sports Whistles (1)	2.27s
Sports/Whistles	Sports Whistles (2)	1.33s
Sports/Whistles	Sports Whistles (3)	1.36s
Sports/Whistles	Sports Whistles (4)	1.12s
Sports/Whistles	Sports Whistles (5)	0.76s
Sports/Whistles	Sports Whistles (6)	2.17s
Sports/Whistles	Sports Whistles (7)	1.54s
Sports/Whistles	Sports Whistles (8)	1.1s
Sports/Whistles	Sports Whistles (9)	0.68s
Sports/Whistles	Sports Whistles (10)	2.01s
Sports/Whistles	Sports Whistles (11)	1.04s
Sports/Whistles	Sports Whistles (12)	1.02s
Sports/Whistles	Sports Whistles (13)	1.23s
Sports/Whistles	Sports Whistles (14)	1.31s
Sports/Whistles	Sports Whistles (15)	1.2s
Switches_Levers	Switches Levers (1)	0.86s
Switches_Levers	Switches Levers (2)	0.99s
Switches_Levers	Switches Levers (3)	1.12s
Switches_Levers	Switches Levers (4)	1.1s
Switches_Levers	Switches Levers (5)	0.63s
Switches_Levers	Switches Levers (6)	0.94s
Switches_Levers	Switches Levers (7)	2.66s
Switches_Levers	Switches Levers (8)	1.59s
Switches_Levers	Switches Levers (9)	1.83s
Switches_Levers	Switches Levers (10)	1.59s
Switches_Levers	Switches Levers (11)	1.72s
Switches_Levers	Switches Levers (12)	1.18s
Switches_Levers	Switches Levers (13)	2.87s
Switches_Levers	Switches Levers (14)	1.38s
Switches_Levers	Switches Levers (15)	0.81s
Swords	Swoosh Fast 1x (1)	1.25s
Swords	Swoosh Fast 6x (1)	2.11s
Swords	Swords (1)	0.71s
Swords	Swords (2)	1.31s
Swords	Swords (3)	1.23s
Swords	Swords (4)	1.83s
Swords	Swords (5)	0.89s
Swords	Swords (6)	1.49s
Swords	Swords (7)	0.94s
Swords	Swords (8)	1.62s
Swords	Swords (9)	0.86s
Swords	Swords (10)	0.71s
Swords	Swords (11)	1.72s
Swords	Swords (12)	0.68s
Swords	Swords (13)	0.5s
Swords	Swords (14)	2.04s
Telephones/Answering_Machines	Answering Machines (1)	1.38s
Telephones/Answering_Machines	Answering Machines (2)	2.38s
Telephones/Answering_Machines	Answering Machines (3)	1.07s
Telephones/Answering_Machines	Answering Machines (4)	0.73s
Telephones/Answering_Machines	Answering Machines (5)	5.69s
Telephones/Answering_Machines	Answering Machines (6)	2.56s
Telephones/Answering_Machines	Answering Machines (7)	2.77s
Telephones/Answering_Machines	Answering Machines (8)	1.72s
Telephones/Answering_Machines	Answering Machines (9)	2.93s
Telephones/Answering_Machines	Answering Machines (10)	1.99s
Telephones/Answering_Machines	Answering Machines (11)	2.43s
Telephones/Answering_Machines	Answering Machines (12)	0.55s
Telephones/Answering_Machines	Answering Machines (13)	4.31s
Telephones/Car_Cell_Phones	Car Cell Phones (1)	1.1s
Telephones/Car_Cell_Phones	Car Cell Phones (2)	1.83s
Telephones/Car_Cell_Phones	Car Cell Phones (3)	3.74s
Telephones/Car_Cell_Phones	Car Cell Phones (4)	3.55s
Telephones/Car_Cell_Phones	Car Cell Phones (5)	3.21s
Telephones/Modern_Rings	Modern Rings (1)	2.19s
Telephones/Modern_Rings	Modern Rings (2)	1.15s
Telephones/Modern_Rings	Modern Rings (3)	1.28s
Telephones/Modern_Rings	Modern Rings (4)	1.2s
Telephones/Modern_Rings	Modern Rings (5)	1.57s
Telephones/Modern_Rings	Modern Rings (6)	1.93s
Telephones/Modern_Rings	Modern Rings (7)	2.27s
Telephones/Modern_Rings	Modern Rings (8)	2.35s
Telephones/Modern_Rings	Modern Rings (9)	1.25s
Telephones/Modern_Rings	Modern Rings (10)	2.38s
Telephones/Movement	Movement (1)	1.46s
Telephones/Movement	Movement (2)	2.14s
Telephones/Movement	Movement (3)	4.68s
Telephones/Movement	Movement (4)	2.72s
Telephones/Movement	Movement (5)	3.29s
Telephones/Movement	Movement (6)	2.69s
Telephones/Movement	Movement (7)	1.93s
Telephones/Movement	Movement (8)	0.37s
Telephones/Movement	Movement (9)	0.78s
Telephones/Movement	Movement (10)	1.65s
Telephones/Movement	Movement (11)	4.68s
Telephones/Movement	Movement (12)	1.31s
Telephones/Pagers	Pagers (1)	1.1s
Telephones/Pagers	Pagers (2)	2.4s
Telephones/Pagers	Pagers (3)	4.13s
Telephones/Pagers	Pagers (4)	3.29s
Telephones/Pagers	Pagers (5)	2.27s
Telephones/Pay_Phones	Pay Phones (1)	1.93s
Telephones/Pay_Phones	Pay Phones (2)	1.18s
Telephones/Pay_Phones	Pay Phones (3)	0.68s
Telephones/Pay_Phones	Pay Phones (4)	2.27s
Telephones/Pay_Phones	Pay Phones (5)	1.07s
Telephones/Pay_Phones	Pay Phones (6)	2.04s
Telephones/Pay_Phones	Pay Phones (7)	0.94s
Telephones/Pay_Phones	Pay Phones (8)	1.44s
Telephones/Pay_Phones	Pay Phones (9)	4.31s
Telephones/Pay_Phones	Pay Phones (10)	1.96s
Telephones/Pay_Phones	Pay Phones (11)	0.86s
Telephones/Pay_Phones	Pay Phones (12)	2.12s
Telephones/Pay_Phones	Pay Phones (13)	2.56s
Telephones/Phone_Beeps	Phone Beeps (1)	10.29s
Telephones/Phone_Beeps	Phone Beeps (2)	5.59s
Telephones/Phone_Beeps	Phone Beeps (3)	4.88s
Telephones/Phone_Beeps	Phone Beeps (4)	4.1s
Telephones/Phone_Beeps	Phone Beeps (5)	3.27s
Telephones/Phone_Beeps	Phone Beeps (6)	1.23s
Telephones/Phone_Beeps	Phone Beeps (7)	2.32s
Telephones/Phone_Beeps	Phone Beeps (8)	1.1s
Telephones/Phone_Beeps	Phone Beeps (9)	2.14s
Telephones/Phone_Beeps	Phone Beeps (10)	3.45s
Telephones/Phone_Beeps	Phone Beeps (11)	3.03s
Telephones/Phone_Beeps	Phone Beeps (12)	1.72s
Telephones/Phone_Beeps	Phone Beeps (13)	4.15s
Telephones/Phone_Beeps	Phone Beeps (14)	4.73s
Telephones/Phone_Beeps	Phone Beeps (15)	5.49s
Telephones/Rotary_Rings	Rotary Rings (1)	4.15s
Telephones/Rotary_Rings	Rotary Rings (2)	5.38s
Telephones/Rotary_Rings	Rotary Rings (3)	2.01s
Telephones/Rotary_Rings	Rotary Rings (4)	2.93s
Telephones/Rotary_Rings	Rotary Rings (5)	2.79s
Telephones/Rotary_Rings	Rotary Rings (6)	4.1s
Telephones/Rotary_Rings	Rotary Rings (7)	4.75s
Telephones/Rotary_Rings	Rotary Rings (8)	5.02s
Telephones/Rotary_Rings	Rotary Rings (9)	4.62s
Telephones/Rotary_Rings	Rotary Rings (10)	5.49s
Telephones/Rotary_Rings	Rotary Rings (11)	3.89s
Telephones/Rotary_Rings	Rotary Rings (12)	4.86s
Telephones/Rotary_Rings	Rotary Rings (13)	3.47s
Televisions_Shows	Televisions Shows (1)	0.44s
Televisions_Shows	Televisions Shows (2)	5.12s
Televisions_Shows	Televisions Shows (3)	3.58s
Televisions_Shows	Televisions Shows (4)	3.24s
Televisions_Shows	Televisions Shows (5)	0.81s
Televisions_Shows	Televisions Shows (6)	2.32s
Televisions_Shows	Televisions Shows (7)	4s
Televisions_Shows	Televisions Shows (8)	1.57s
Televisions_Shows	Televisions Shows (9)	4.83s
Televisions_Shows	Televisions Shows (10)	5.17s
Televisions_Shows	Televisions Shows (11)	3.84s
Textile	Textile (1)	3.11s
Textile	Textile (2)	1.72s
Textile	Textile (3)	2.72s
Textile	Textile (4)	0.76s
Textile	Textile (5)	1.62s
Textile	Textile (6)	1.25s
Textile	Textile (7)	3.08s
Textile	Textile (8)	4.34s
Textile	Textile (9)	0.91s
Textile	Textile (10)	2.46s
Textile	Textile (11)	0.91s
Textile	Textile (12)	2.56s
Textile	Textile (13)	1.72s
Textile	Textile (14)	0.39s
Textile	Textile (15)	0.73s
Toys_Games/Board_Games	Board Games (1)	3.5s
Toys_Games/Board_Games	Board Games (2)	4.83s
Toys_Games/Board_Games	Board Games (3)	3.89s
Toys_Games/Board_Games	Board Games (4)	0.6s
Toys_Games/Board_Games	Board Games (5)	2.35s
Toys_Games/Board_Games	Board Games (6)	1.12s
Toys_Games/Board_Games	Board Games (7)	1.85s
Toys_Games/Board_Games	Board Games (8)	2.66s
Toys_Games/Board_Games	Board Games (9)	1.54s
Toys_Games/Board_Games	Board Games (10)	2.87s
Toys_Games/RC_Airplane	RC Airplane (1)	2.56s
Toys_Games/RC_Airplane	RC Airplane (2)	2.98s
Toys_Games/RC_Airplane	RC Airplane (3)	3.06s
Toys_Games/RC_Airplane	RC Airplane (4)	3.94s
Toys_Games/RC_Airplane	RC Airplane (5)	6.11s
Toys_Games/RC_Car	RC Car (1)	1.23s
Toys_Games/RC_Car	RC Car (2)	2.12s
Toys_Games/RC_Car	RC Car (3)	4.05s
Toys_Games/RC_Car	RC Car (4)	1.44s
Toys_Games/RC_Car	RC Car (5)	1.54s
Toys_Games/RC_Car	RC Car (6)	2.46s
Toys_Games/RC_Car	RC Car (7)	1.54s
Toys_Games/RC_Car	RC Car (8)	2.82s
Toys_Games/RC_Car	RC Car (9)	2.17s
Toys_Games/RC_Car	RC Car (10)	2.82s
Toys_Games/RC_Car	RC Car (11)	2.85s
Toys_Games/RC_Car	RC Car (12)	4.18s
Toys_Games/RC_Car	RC Car (13)	2.48s
Toys_Games/RC_Car	RC Car (14)	3.37s
Toys_Games/Toys	Toys (1)	3.4s
Toys_Games/Toys	Toys (2)	2.12s
Toys_Games/Toys	Toys (3)	4.08s
Toys_Games/Toys	Toys (4)	2.98s
Toys_Games/Toys	Toys (5)	1.44s
Toys_Games/Toys	Toys (6)	7.08s
Toys_Games/Toys	Toys (7)	1.62s
Toys_Games/Toys	Toys (8)	3.06s
Toys_Games/Toys	Toys (9)	5.25s
Toys_Games/Toys	Toys (10)	4.02s
Toys_Games/Toys	Toys (11)	3s
Toys_Games/Toys	Toys (12)	4.78s
Toys_Games/Toys	Toys (13)	3.45s
Toys_Games/Toys	Toys (14)	6.37s
Toys_Games/Toys	Toys (15)	2.46s
Turnstiles	Turnstiles (1)	1.54s
Turnstiles	Turnstiles (2)	1.46s
Turnstiles	Turnstiles (3)	1.1s
Turnstiles	Turnstiles (4)	1.67s
Turnstiles	Turnstiles (5)	1.1s
Turnstiles	Turnstiles (6)	1.25s
Turnstiles	Turnstiles (7)	1.12s
Turnstiles	Turnstiles (8)	2.32s
Turnstiles	Turnstiles (9)	2.46s
Various	Object On Table 2x (1)	0.85s
Various	Various (1)	1.72s
Various	Various (2)	1.44s
Various	Various (3)	4.75s
Various	Various (4)	1.38s
Various	Various (5)	1.83s
Various	Various (6)	0.57s
Various	Various (7)	0.68s
Various	Various (8)	1.62s
Various	Various (9)	3.92s
Various	Various (10)	1.28s
Various	Various (11)	1.31s
Various	Various (12)	0.91s
Various	Various (13)	3.5s
Various	Various (14)	2.04s
Vehicles/Bikes	Bikes (1)	1.23s
Vehicles/Bikes	Bikes (2)	1.72s
Vehicles/Bikes	Bikes (3)	1.02s
Vehicles/Bikes	Bikes (4)	0.73s
Vehicles/Bikes	Bikes (5)	1.83s
Vehicles/Bikes	Bikes (6)	1.2s
Vehicles/Buses	Bus Drive Past (1)	2.15s
Vehicles/Buses	Buses (1)	4.99s
Vehicles/Buses	Buses (2)	3.81s
Vehicles/Buses	Buses (3)	3.34s
Vehicles/Buses	Buses (4)	4.13s
Vehicles/Buses	Buses (5)	4.55s
Vehicles/Buses	Buses (6)	4.44s
Vehicles/Buses	Buses (7)	4.73s
Vehicles/Buses	Buses (8)	2.77s
Vehicles/Buses	Buses (9)	4.18s
Vehicles/Buses	Buses (10)	4.49s
Vehicles/Buses	Buses (11)	4.55s
Vehicles/Buses	Buses (12)	4.7s
Vehicles/Buses	Buses (13)	4.34s
Vehicles/Buses	Buses (14)	4.78s
Vehicles/Buses	Buses (15)	4.52s
Vehicles/Cars	Car Accelerate (1)	2.15s
Vehicles/Cars	Car Accelerate (2)	2.07s
Vehicles/Cars	Car Accelerate Noisy (1)	2.15s
Vehicles/Cars	Car Click Seatbelt (1)	1.14s
Vehicles/Cars	Car Click Seatbelt (2)	1.61s
Vehicles/Cars	Car Close Door 1x (1)	0.96s
Vehicles/Cars	Car Close Door 1x (2)	1.1s
Vehicles/Cars	Car Drive Past (1)	2.15s
Vehicles/Cars	Car Into Driveway (1)	5.49s
Vehicles/Cars	Car Into Driveway Fast (1)	5.96s
Vehicles/Cars	Car Slam Door 1x (1)	1.07s
Vehicles/Cars	Car Undo Seatbelt (1)	1.89s
Vehicles/Cars	Car Undo Seatbelt (2)	1.75s
Vehicles/Cars	Cars (1)	4.39s
Vehicles/Cars	Cars (2)	2.93s
Vehicles/Cars	Cars (3)	1.02s
Vehicles/Cars	Cars (4)	4.23s
Vehicles/Cars	Cars (5)	2.19s
Vehicles/Cars	Cars (6)	4.88s
Vehicles/Cars	Cars (7)	4.08s
Vehicles/Cars	Cars (8)	4.96s
Vehicles/Cars	Cars (9)	3.42s
Vehicles/Cars	Cars (10)	5.07s
Vehicles/Cars	Cars (11)	4.44s
Vehicles/Cars	Cars (12)	4.68s
Vehicles/Cars	Cars (13)	1.83s
Vehicles/Cars	Cars (14)	3.74s
Vehicles/Electric	Electric (1)	3.11s
Vehicles/Electric	Electric (2)	4.39s
Vehicles/Electric	Electric (3)	4.68s
Vehicles/Electric	Electric (4)	4.49s
Vehicles/Electric	Electric (5)	4.88s
Vehicles/Futuristic	Futuristic (1)	3.21s
Vehicles/Futuristic	Futuristic (2)	4.86s
Vehicles/Futuristic	Futuristic (3)	2.27s
Vehicles/Futuristic	Futuristic (4)	3.06s
Vehicles/Futuristic	Futuristic (5)	3.76s
Vehicles/Futuristic	Futuristic (6)	1.62s
Vehicles/Futuristic	Futuristic (7)	2.38s
Vehicles/Futuristic	Futuristic (8)	4.55s
Vehicles/Futuristic	Futuristic (9)	4.13s
Vehicles/Futuristic	Futuristic (10)	2.79s
Vehicles/Futuristic	Futuristic (11)	2.04s
Vehicles/Futuristic	Futuristic (12)	2.25s
Vehicles/Futuristic	Futuristic (13)	4.26s
Vehicles/Futuristic	Futuristic (14)	4.44s
Vehicles/Futuristic	Futuristic (15)	4.55s
Vehicles/Futuristic	Scifi Engines On (1)	1.97s
Vehicles/Futuristic	Scifi Engines On (2)	3.01s
Vehicles/Futuristic	Scifi Engines On Large (1)	4.31s
Vehicles/Futuristic	Scifi Engines On Short Burst (1)	2.36s
Vehicles/Futuristic	Scifi Sheilds Up (1)	2.87s
Vehicles/Futuristic	Scifi Small Whoosh Flyby (1)	2.36s
Vehicles/Futuristic	Scifi Small Zoom Flyby (1)	1.86s
Vehicles/Futuristic	Scifi Spaceship Flyby (1)	4.09s
Vehicles/Futuristic	Scifi Spaceship Flyby (2)	2.47s
Vehicles/Horns_Honks	Car Honk 1x (1)	1.1s
Vehicles/Horns_Honks	Car Honk 2x (1)	1.64s
Vehicles/Horns_Honks	Car Honk 3x (1)	1.61s
Vehicles/Horns_Honks	Car Honk 3x (2)	1.57s
Vehicles/Horns_Honks	Car Honk Long 1x (1)	2.15s
Vehicles/Horns_Honks	Car Honk Long 1x (2)	1.97s
Vehicles/Horns_Honks	Horns (1)	1.49s
Vehicles/Horns_Honks	Horns (2)	1.59s
